zip,cluster,doctor_count
17948,root_Ac_Ac_Ac,1
17954,root_Ac_Ac_A,1
17954,root_Ac_Ac_Ac,1
17959,root_Ac_Ac_Ac,2
17960,root_Ac_Ac_A,1
17961,root_A,1
17963,root_Ac_Ac_A,1
17963,root_Ac_Ac_Ac,1
17967,root_A,1
17976,root_A,1
18002,root_Ac_Ac_Ac,1
18013,root_Ac_Ac_A,2
18013,root_Ac_Ac_Ac,1
18014,root_Ac_Ac_A,2
18014,root_Ac_Ac_Ac,1
18015,root_A,1
18015,root_Ac_A,1
18015,root_Ac_Ac_A,13
18015,root_Ac_Ac_Ac,14
18017,root_A,2
18017,root_Ac_A,2
18017,root_Ac_Ac_A,14
18017,root_Ac_Ac_Ac,14
18018,root_A,5
18018,root_Ac_A,1
18018,root_Ac_Ac_A,1
18018,root_Ac_Ac_Ac,2
18020,root_A,2
18020,root_Ac_A,1
18020,root_Ac_Ac_A,10
18020,root_Ac_Ac_Ac,7
18025,root_Ac_Ac_A,1
18031,root_Ac_Ac_A,1
18032,root_Ac_Ac_A,1
18034,root_Ac_Ac_Ac,1
18036,root_Ac_A,1
18036,root_Ac_Ac_A,1
18036,root_Ac_Ac_Ac,1
18040,root_Ac_Ac_A,2
18040,root_Ac_Ac_Ac,1
18042,root_A,1
18042,root_Ac_Ac_A,2
18045,root_A,4
18045,root_Ac_Ac_A,13
18045,root_Ac_Ac_Ac,12
18049,root_A,1
18049,root_Ac_Ac_A,1
18049,root_Ac_Ac_Ac,1
18052,root_A,2
18052,root_Ac_Ac_A,2
18052,root_Ac_Ac_Ac,1
18062,root_Ac_Ac_A,2
18064,root_A,1
18064,root_Ac_Ac_A,2
18067,root_Ac_Ac_A,2
18071,root_Ac_Ac_A,1
18071,root_Ac_Ac_Ac,1
18078,root_Ac_Ac_A,1
18078,root_Ac_Ac_Ac,1
18091,root_A,1
18091,root_Ac_A,1
18091,root_Ac_Ac_A,5
18091,root_Ac_Ac_Ac,5
18102,root_A,1
18102,root_Ac_A,3
18102,root_Ac_Ac_A,6
18102,root_Ac_Ac_Ac,5
18103,root_A,5
18103,root_Ac_A,3
18103,root_Ac_Ac_A,15
18103,root_Ac_Ac_Ac,23
18104,root_A,1
18104,root_Ac_A,2
18104,root_Ac_Ac_A,22
18104,root_Ac_Ac_Ac,21
18105,root_Ac_A,3
18105,root_Ac_Ac_A,2
18105,root_Ac_Ac_Ac,3
18106,root_Ac_Ac_A,4
18107,root_Ac_Ac_A,1
18107,root_Ac_Ac_Ac,2
18109,root_A,1
18109,root_Ac_A,1
18109,root_Ac_Ac_A,3
18109,root_Ac_Ac_Ac,1
18201,root_Ac_Ac_A,3
18201,root_Ac_Ac_Ac,3
18202,root_A,1
18202,root_Ac_Ac_A,7
18202,root_Ac_Ac_Ac,5
18218,root_Ac_Ac_Ac,1
18219,root_A,1
18222,root_A,1
18222,root_Ac_Ac_A,1
18222,root_Ac_Ac_Ac,2
18224,root_Ac_Ac_Ac,1
18229,root_A,1
18229,root_Ac_Ac_A,2
18235,root_A,2
18235,root_Ac_Ac_A,4
18235,root_Ac_Ac_Ac,5
18249,root_Ac_Ac_Ac,1
18252,root_Ac_Ac_A,4
18252,root_Ac_Ac_Ac,3
18301,root_A,1
18301,root_Ac_A,2
18301,root_Ac_Ac_A,10
18301,root_Ac_Ac_Ac,19
18302,root_Ac_Ac_A,1
18302,root_Ac_Ac_Ac,1
18321,root_Ac_A,1
18321,root_Ac_Ac_Ac,1
18336,root_Ac_Ac_Ac,1
18337,root_Ac_Ac_A,3
18337,root_Ac_Ac_Ac,3
18343,root_Ac_Ac_Ac,1
18344,root_A,1
18360,root_A,2
18360,root_Ac_A,1
18360,root_Ac_Ac_A,1
18360,root_Ac_Ac_Ac,6
18407,root_Ac_Ac_A,4
18407,root_Ac_Ac_Ac,3
18411,root_A,1
18411,root_Ac_A,1
18411,root_Ac_Ac_A,3
18411,root_Ac_Ac_Ac,4
18414,root_Ac_Ac_Ac,1
18426,root_Ac_Ac_A,1
18426,root_Ac_Ac_Ac,1
18427,root_Ac_Ac_A,1
18431,root_A,2
18431,root_Ac_A,2
18431,root_Ac_Ac_A,4
18431,root_Ac_Ac_Ac,2
18433,root_Ac_Ac_A,1
18433,root_Ac_Ac_Ac,1
18436,root_Ac_A,1
18436,root_Ac_Ac_A,3
18436,root_Ac_Ac_Ac,2
18444,root_Ac_Ac_A,2
18447,root_Ac_Ac_A,1
18447,root_Ac_Ac_Ac,1
18452,root_Ac_A,1
18452,root_Ac_Ac_A,1
18452,root_Ac_Ac_Ac,1
18464,root_Ac_A,1
18471,root_Ac_Ac_Ac,1
18472,root_Ac_Ac_Ac,1
18503,root_Ac_Ac_Ac,1
18504,root_A,3
18504,root_Ac_Ac_A,1
18504,root_Ac_Ac_Ac,1
18505,root_A,1
18505,root_Ac_Ac_A,2
18505,root_Ac_Ac_Ac,2
18507,root_A,1
18507,root_Ac_Ac_Ac,3
18508,root_Ac_Ac_A,7
18508,root_Ac_Ac_Ac,8
18509,root_Ac_Ac_A,6
18509,root_Ac_Ac_Ac,3
18510,root_A,4
18510,root_Ac_Ac_A,6
18510,root_Ac_Ac_Ac,7
18512,root_A,1
18512,root_Ac_A,1
18512,root_Ac_Ac_A,3
18512,root_Ac_Ac_Ac,4
18517,root_A,2
18517,root_Ac_Ac_A,1
18517,root_Ac_Ac_Ac,1
18518,root_Ac_A,2
18518,root_Ac_Ac_A,3
18518,root_Ac_Ac_Ac,7
18603,root_Ac_Ac_Ac,1
18612,root_A,1
18623,root_Ac_Ac_A,1
18630,root_Ac_Ac_A,1
18634,root_Ac_A,1
18634,root_Ac_Ac_A,2
18634,root_Ac_Ac_Ac,1
18640,root_Ac_Ac_A,1
18641,root_A,1
18641,root_Ac_Ac_A,2
18641,root_Ac_Ac_Ac,1
18642,root_Ac_Ac_A,1
18642,root_Ac_Ac_Ac,1
18643,root_A,1
18644,root_A,1
18644,root_Ac_Ac_A,1
18644,root_Ac_Ac_Ac,1
18655,root_Ac_Ac_A,1
18655,root_Ac_Ac_Ac,1
18657,root_Ac_Ac_A,2
18702,root_A,2
18702,root_Ac_A,2
18702,root_Ac_Ac_A,11
18702,root_Ac_Ac_Ac,10
18704,root_A,4
18704,root_Ac_A,3
18704,root_Ac_Ac_A,11
18704,root_Ac_Ac_Ac,13
18705,root_Ac_A,2
18705,root_Ac_Ac_A,4
18705,root_Ac_Ac_Ac,2
18706,root_Ac_Ac_Ac,1
18707,root_A,1
18707,root_Ac_Ac_A,2
18707,root_Ac_Ac_Ac,3
18708,root_Ac_A,1
18708,root_Ac_Ac_A,3
18708,root_Ac_Ac_Ac,5
18764,root_Ac_Ac_A,2
18764,root_Ac_Ac_Ac,1
18765,root_A,1
18765,root_Ac_A,1
18765,root_Ac_Ac_A,1
18765,root_Ac_Ac_Ac,1
18840,root_A,1
18840,root_Ac_A,2
18840,root_Ac_Ac_A,2
18840,root_Ac_Ac_Ac,2
18848,root_A,1
18848,root_Ac_Ac_A,5
18848,root_Ac_Ac_Ac,1
18901,root_A,2
18901,root_Ac_A,2
18901,root_Ac_Ac_A,10
18901,root_Ac_Ac_Ac,8
18912,root_Ac_Ac_A,1
18914,root_A,1
18914,root_Ac_A,5
18914,root_Ac_Ac_A,12
18914,root_Ac_Ac_Ac,14
18917,root_A,1
18925,root_Ac_Ac_Ac,1
18929,root_A,1
18929,root_Ac_Ac_A,1
18929,root_Ac_Ac_Ac,2
18938,root_A,1
18938,root_Ac_A,1
18938,root_Ac_Ac_A,2
18938,root_Ac_Ac_Ac,1
18940,root_A,1
18940,root_Ac_Ac_A,6
18940,root_Ac_Ac_Ac,9
18944,root_A,1
18951,root_A,3
18951,root_Ac_A,6
18951,root_Ac_Ac_A,10
18951,root_Ac_Ac_Ac,12
18954,root_Ac_Ac_A,1
18960,root_A,5
18960,root_Ac_Ac_A,2
18960,root_Ac_Ac_Ac,7
18962,root_A,1
18964,root_A,2
18964,root_Ac_Ac_A,1
18964,root_Ac_Ac_Ac,1
18966,root_Ac_A,2
18966,root_Ac_Ac_A,3
18966,root_Ac_Ac_Ac,3
18969,root_Ac_Ac_A,1
18969,root_Ac_Ac_Ac,1
18974,root_A,2
18974,root_Ac_A,1
18974,root_Ac_Ac_A,5
18974,root_Ac_Ac_Ac,4
18976,root_A,2
18976,root_Ac_A,2
18976,root_Ac_Ac_A,5
18976,root_Ac_Ac_Ac,2
19001,root_A,6
19001,root_Ac_A,9
19001,root_Ac_Ac_A,15
19001,root_Ac_Ac_Ac,18
19002,root_A,2
19002,root_Ac_A,3
19002,root_Ac_Ac_A,5
19002,root_Ac_Ac_Ac,6
19003,root_A,1
19003,root_Ac_Ac_Ac,2
19004,root_Ac_A,4
19004,root_Ac_Ac_A,6
19004,root_Ac_Ac_Ac,11
19006,root_A,1
19006,root_Ac_A,4
19006,root_Ac_Ac_A,11
19006,root_Ac_Ac_Ac,12
19007,root_A,1
19007,root_Ac_A,1
19007,root_Ac_Ac_A,4
19007,root_Ac_Ac_Ac,2
19008,root_Ac_Ac_A,6
19008,root_Ac_Ac_Ac,5
19010,root_A,4
19010,root_Ac_A,1
19010,root_Ac_Ac_A,11
19010,root_Ac_Ac_Ac,19
19013,root_A,5
19013,root_Ac_Ac_A,6
19013,root_Ac_Ac_Ac,4
19014,root_A,1
19014,root_Ac_A,1
19014,root_Ac_Ac_A,3
19014,root_Ac_Ac_Ac,1
19020,root_A,5
19020,root_Ac_A,1
19020,root_Ac_Ac_A,6
19020,root_Ac_Ac_Ac,3
19021,root_Ac_Ac_A,1
19022,root_Ac_A,2
19022,root_Ac_Ac_A,3
19022,root_Ac_Ac_Ac,3
19023,root_Ac_Ac_A,2
19023,root_Ac_Ac_Ac,5
19025,root_Ac_Ac_A,4
19026,root_Ac_Ac_A,3
19026,root_Ac_Ac_Ac,5
19027,root_A,6
19027,root_Ac_A,7
19027,root_Ac_Ac_A,12
19027,root_Ac_Ac_Ac,11
19030,root_A,3
19030,root_Ac_Ac_A,5
19030,root_Ac_Ac_Ac,6
19031,root_Ac_Ac_A,4
19031,root_Ac_Ac_Ac,1
19032,root_A,1
19033,root_Ac_Ac_Ac,1
19034,root_A,2
19034,root_Ac_A,1
19034,root_Ac_Ac_A,6
19034,root_Ac_Ac_Ac,1
19036,root_Ac_Ac_A,2
19038,root_Ac_A,2
19038,root_Ac_Ac_A,2
19038,root_Ac_Ac_Ac,3
19040,root_Ac_A,1
19040,root_Ac_Ac_A,2
19040,root_Ac_Ac_Ac,1
19041,root_Ac_A,1
19041,root_Ac_Ac_A,1
19041,root_Ac_Ac_Ac,2
19044,root_A,1
19044,root_Ac_A,6
19044,root_Ac_Ac_A,7
19044,root_Ac_Ac_Ac,7
19046,root_A,5
19046,root_Ac_A,5
19046,root_Ac_Ac_A,17
19046,root_Ac_Ac_Ac,19
19047,root_A,7
19047,root_Ac_A,6
19047,root_Ac_Ac_A,16
19047,root_Ac_Ac_Ac,22
19050,root_A,1
19053,root_A,1
19053,root_Ac_A,2
19053,root_Ac_Ac_A,4
19053,root_Ac_Ac_Ac,3
19054,root_A,1
19054,root_Ac_Ac_Ac,1
19055,root_A,1
19055,root_Ac_Ac_A,2
19055,root_Ac_Ac_Ac,2
19056,root_Ac_A,2
19056,root_Ac_Ac_A,6
19056,root_Ac_Ac_Ac,8
19057,root_Ac_Ac_A,8
19057,root_Ac_Ac_Ac,3
19063,root_A,1
19063,root_Ac_A,2
19063,root_Ac_Ac_A,9
19063,root_Ac_Ac_Ac,11
19064,root_A,2
19064,root_Ac_A,3
19064,root_Ac_Ac_A,8
19064,root_Ac_Ac_Ac,4
19066,root_Ac_Ac_A,1
19067,root_A,1
19067,root_Ac_Ac_A,7
19067,root_Ac_Ac_Ac,5
19070,root_Ac_Ac_A,2
19072,root_A,2
19072,root_Ac_Ac_A,5
19073,root_Ac_Ac_A,1
19073,root_Ac_Ac_Ac,1
19074,root_Ac_Ac_A,2
19074,root_Ac_Ac_Ac,1
19078,root_A,1
19078,root_Ac_Ac_A,1
19078,root_Ac_Ac_Ac,4
19082,root_A,2
19082,root_Ac_Ac_A,2
19083,root_A,5
19083,root_Ac_A,8
19083,root_Ac_Ac_A,17
19083,root_Ac_Ac_Ac,16
19085,root_A,1
19085,root_Ac_Ac_Ac,3
19087,root_A,2
19087,root_Ac_Ac_A,1
19087,root_Ac_Ac_Ac,1
19090,root_A,1
19090,root_Ac_A,2
19090,root_Ac_Ac_A,9
19090,root_Ac_Ac_Ac,13
19095,root_A,1
19095,root_Ac_A,1
19095,root_Ac_Ac_A,2
19095,root_Ac_Ac_Ac,2
19096,root_A,7
19096,root_Ac_A,3
19096,root_Ac_Ac_A,7
19096,root_Ac_Ac_Ac,11
19102,root_A,1
19102,root_Ac_A,1
19102,root_Ac_Ac_A,10
19102,root_Ac_Ac_Ac,7
19103,root_A,1
19103,root_Ac_A,4
19103,root_Ac_Ac_A,2
19103,root_Ac_Ac_Ac,1
19104,root_A,3
19104,root_Ac_A,5
19104,root_Ac_Ac_A,10
19104,root_Ac_Ac_Ac,17
19106,root_Ac_A,1
19106,root_Ac_Ac_A,3
19106,root_Ac_Ac_Ac,6
19107,root_A,17
19107,root_Ac_A,5
19107,root_Ac_Ac_A,14
19107,root_Ac_Ac_Ac,25
19111,root_A,2
19111,root_Ac_A,1
19111,root_Ac_Ac_A,5
19111,root_Ac_Ac_Ac,2
19112,root_Ac_Ac_Ac,1
19114,root_A,3
19114,root_Ac_A,6
19114,root_Ac_Ac_A,10
19114,root_Ac_Ac_Ac,16
19115,root_A,3
19115,root_Ac_A,4
19115,root_Ac_Ac_A,8
19115,root_Ac_Ac_Ac,8
19116,root_A,1
19116,root_Ac_Ac_A,2
19116,root_Ac_Ac_Ac,1
19118,root_Ac_A,1
19118,root_Ac_Ac_A,5
19118,root_Ac_Ac_Ac,3
19119,root_Ac_Ac_A,4
19120,root_A,5
19120,root_Ac_A,1
19120,root_Ac_Ac_A,2
19120,root_Ac_Ac_Ac,1
19122,root_Ac_Ac_A,3
19122,root_Ac_Ac_Ac,1
19123,root_A,1
19123,root_Ac_A,1
19123,root_Ac_Ac_A,2
19123,root_Ac_Ac_Ac,2
19124,root_A,4
19124,root_Ac_A,4
19124,root_Ac_Ac_A,5
19124,root_Ac_Ac_Ac,7
19125,root_A,1
19126,root_Ac_A,1
19126,root_Ac_Ac_A,1
19126,root_Ac_Ac_Ac,1
19127,root_A,1
19127,root_Ac_Ac_A,2
19127,root_Ac_Ac_Ac,1
19128,root_A,2
19128,root_Ac_A,2
19128,root_Ac_Ac_A,3
19128,root_Ac_Ac_Ac,4
19129,root_A,1
19129,root_Ac_Ac_A,1
19130,root_Ac_Ac_A,1
19131,root_A,2
19131,root_Ac_Ac_A,3
19132,root_Ac_Ac_A,1
19134,root_A,1
19134,root_Ac_Ac_A,1
19134,root_Ac_Ac_Ac,1
19135,root_Ac_Ac_A,4
19135,root_Ac_Ac_Ac,2
19136,root_A,4
19136,root_Ac_A,1
19136,root_Ac_Ac_A,6
19136,root_Ac_Ac_Ac,5
19137,root_Ac_Ac_A,1
19139,root_A,1
19140,root_A,5
19140,root_Ac_A,2
19140,root_Ac_Ac_A,4
19140,root_Ac_Ac_Ac,3
19141,root_A,7
19141,root_Ac_Ac_A,2
19141,root_Ac_Ac_Ac,1
19142,root_A,1
19142,root_Ac_Ac_A,1
19142,root_Ac_Ac_Ac,1
19143,root_A,3
19143,root_Ac_Ac_A,2
19143,root_Ac_Ac_Ac,2
19144,root_A,2
19144,root_Ac_A,1
19144,root_Ac_Ac_A,4
19144,root_Ac_Ac_Ac,3
19145,root_A,2
19145,root_Ac_A,1
19145,root_Ac_Ac_A,7
19145,root_Ac_Ac_Ac,5
19146,root_Ac_A,1
19146,root_Ac_Ac_A,1
19146,root_Ac_Ac_Ac,1
19147,root_A,1
19147,root_Ac_Ac_A,2
19147,root_Ac_Ac_Ac,1
19148,root_A,1
19148,root_Ac_Ac_A,8
19148,root_Ac_Ac_Ac,5
19149,root_A,1
19149,root_Ac_A,2
19149,root_Ac_Ac_A,3
19149,root_Ac_Ac_Ac,3
19150,root_Ac_Ac_A,2
19150,root_Ac_Ac_Ac,2
19152,root_A,3
19152,root_Ac_A,3
19152,root_Ac_Ac_A,6
19152,root_Ac_Ac_Ac,13
19160,root_Ac_Ac_A,1
19160,root_Ac_Ac_Ac,1
19175,root_Ac_Ac_A,1
19175,root_Ac_Ac_Ac,1
19178,root_A,2
19178,root_Ac_A,3
19178,root_Ac_Ac_A,14
19178,root_Ac_Ac_Ac,15
19182,root_A,2
19182,root_Ac_A,2
19182,root_Ac_Ac_A,3
19182,root_Ac_Ac_Ac,5
19191,root_Ac_Ac_A,2
19191,root_Ac_Ac_Ac,2
19195,root_Ac_Ac_Ac,4
19301,root_A,3
19301,root_Ac_Ac_Ac,5
19312,root_A,1
19312,root_Ac_Ac_Ac,2
19317,root_Ac_A,2
19317,root_Ac_Ac_A,4
19317,root_Ac_Ac_Ac,4
19320,root_Ac_Ac_A,2
19320,root_Ac_Ac_Ac,1
19333,root_Ac_A,1
19333,root_Ac_Ac_A,1
19333,root_Ac_Ac_Ac,1
19335,root_A,5
19335,root_Ac_Ac_A,3
19335,root_Ac_Ac_Ac,2
19341,root_A,6
19341,root_Ac_A,2
19341,root_Ac_Ac_A,10
19341,root_Ac_Ac_Ac,14
19342,root_A,4
19342,root_Ac_A,4
19342,root_Ac_Ac_A,5
19342,root_Ac_Ac_Ac,4
19343,root_Ac_Ac_A,1
19348,root_A,2
19348,root_Ac_A,1
19348,root_Ac_Ac_A,1
19348,root_Ac_Ac_Ac,2
19355,root_A,2
19355,root_Ac_A,1
19355,root_Ac_Ac_A,4
19355,root_Ac_Ac_Ac,7
19365,root_Ac_Ac_A,3
19372,root_Ac_A,1
19372,root_Ac_Ac_A,4
19372,root_Ac_Ac_Ac,1
19380,root_A,5
19380,root_Ac_A,3
19380,root_Ac_Ac_A,8
19380,root_Ac_Ac_Ac,9
19382,root_A,1
19382,root_Ac_Ac_A,1
19401,root_A,3
19401,root_Ac_A,3
19401,root_Ac_Ac_A,14
19401,root_Ac_Ac_Ac,8
19403,root_A,3
19403,root_Ac_A,2
19403,root_Ac_Ac_A,7
19403,root_Ac_Ac_Ac,5
19405,root_A,1
19406,root_A,2
19406,root_Ac_A,7
19406,root_Ac_Ac_A,9
19406,root_Ac_Ac_Ac,12
19422,root_A,2
19422,root_Ac_Ac_A,1
19422,root_Ac_Ac_Ac,2
19425,root_Ac_Ac_Ac,1
19426,root_A,2
19426,root_Ac_A,2
19426,root_Ac_Ac_A,5
19426,root_Ac_Ac_Ac,9
19428,root_A,1
19428,root_Ac_A,1
19428,root_Ac_Ac_A,3
19428,root_Ac_Ac_Ac,2
19438,root_A,4
19438,root_Ac_Ac_A,1
19438,root_Ac_Ac_Ac,1
19440,root_Ac_Ac_A,1
19440,root_Ac_Ac_Ac,1
19444,root_Ac_Ac_A,1
19446,root_A,7
19446,root_Ac_A,2
19446,root_Ac_Ac_A,8
19446,root_Ac_Ac_Ac,9
19454,root_Ac_Ac_Ac,1
19460,root_A,4
19460,root_Ac_A,5
19460,root_Ac_Ac_A,7
19460,root_Ac_Ac_Ac,15
19462,root_A,2
19462,root_Ac_Ac_A,8
19464,root_A,5
19464,root_Ac_A,8
19464,root_Ac_Ac_A,13
19464,root_Ac_Ac_Ac,18
19465,root_Ac_Ac_A,1
19468,root_A,2
19468,root_Ac_A,3
19468,root_Ac_Ac_A,2
19468,root_Ac_Ac_Ac,2
19477,root_Ac_A,1
19477,root_Ac_Ac_A,1
19477,root_Ac_Ac_Ac,1
19504,root_Ac_Ac_A,2
19504,root_Ac_Ac_Ac,1
19506,root_Ac_Ac_A,1
19508,root_A,2
19508,root_Ac_Ac_Ac,4
19510,root_Ac_Ac_A,1
19512,root_Ac_Ac_A,2
19512,root_Ac_Ac_Ac,1
19518,root_Ac_A,1
19518,root_Ac_Ac_A,1
19518,root_Ac_Ac_Ac,1
19526,root_Ac_Ac_A,6
19540,root_A,1
19540,root_Ac_Ac_A,3
19540,root_Ac_Ac_Ac,1
19547,root_Ac_Ac_Ac,1
19565,root_A,1
19565,root_Ac_Ac_A,1
19567,root_Ac_Ac_A,3
19601,root_A,11
19601,root_Ac_Ac_A,5
19601,root_Ac_Ac_Ac,3
19602,root_A,1
19602,root_Ac_Ac_A,1
19603,root_Ac_Ac_A,1
19604,root_Ac_Ac_Ac,2
19605,root_A,5
19605,root_Ac_Ac_A,4
19605,root_Ac_Ac_Ac,5
19606,root_A,4
19606,root_Ac_A,1
19606,root_Ac_Ac_A,3
19606,root_Ac_Ac_Ac,6
19607,root_Ac_A,1
19607,root_Ac_Ac_A,2
19607,root_Ac_Ac_Ac,3
19608,root_A,1
19608,root_Ac_Ac_A,7
19608,root_Ac_Ac_Ac,4
19609,root_A,1
19609,root_Ac_A,1
19609,root_Ac_Ac_A,1
19609,root_Ac_Ac_Ac,2
19610,root_A,1
19610,root_Ac_A,2
19610,root_Ac_Ac_A,21
19610,root_Ac_Ac_Ac,29
19611,root_A,1
19611,root_Ac_Ac_A,8
19611,root_Ac_Ac_Ac,11
19612,root_A,1
19612,root_Ac_Ac_A,9
19612,root_Ac_Ac_Ac,14
29406,root_Ac_Ac_A,1
29406,root_Ac_Ac_Ac,1
37205,root_Ac_Ac_Ac,1
75246,root_A,1
91870,root_Ac_Ac_A,1
91870,root_Ac_Ac_Ac,1
94040,root_A,1
